text,track_name,track_artist,track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
"Hello everybody, huh  
Welcome today to the wonderful world of...you, he-heh  
Now check it, you have two options  
You can eat it or throw it away, heh  
  
See its a shame when you're working on doing well  
People hate you yeah  
Buying nothing that's not the best for yourself  
Then they really hate you yeah  
You gotta live for you and no one else  
Don't let 'em make you feel  
Like you're not being real  
Just live how you wanna live  
You gotta do for you  
  
(Dig that)  
If you work hard then play hard  
(Dig that)  
And do what you wanna do  
(Dig that)  
Just pop ya collar  
Don't let what people say bother you  
(Dig that)  
You perpetrators I got something to say  
(Dig that)  
You can eat it or throw it away  
(Picture that)  
You're just mad cause you're following in my trap  
But can you dig that?  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  
  
You can see me every week  
Hanging out with a different girl sitting next to me  
Cause I'm not up to settle down right now  
I gotta be free  
Some of y'all fellas might be jealous  
But y'all know that don't phase me  
I just pop my collar, tip my hat  
Turn my back on the ones that hated me  
  
(Dig that)  
Never going home alone  
(Dig that)  
If she follows then you know it's on  
(Dig that)  
She gets the finger not the cellular phone  
(Never that)  
I let her know I won't be around for long  
(Dig that)  
To all you haters I got something to say  
(What's that?)  
You can eat it or throw it away  
(Picture that)  
Stop hating, wishing, waiting  
Anticipating for my year to fade, oh yea  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  
  
I break my neck for the things I get  
So much sweat just so I can get that check  
And I'm not gonna let nobody bring me down  
Nobody's gonna steal my crown  
Because I eat good, I live good  
I rock good, my life's good  
If you got a lot and you're working for it  
Pop ya collar don't be afraid to show it  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  

",Pop Ya Collar,Usher,1,r&b,new jack swing,0.885,0.727,5,-5.972,0,0.109,0.0739,2.23e-05,0.152,0.88,107.002,215200
"Have you seen her? So fine and pretty  
Fooled me with her style and ease  
And I feel her from across the room  
Yes, it's love in the third degree  
  
Ooh, baby baby  
Won't-cha turn your head my way?  
Ooh, baby baby  
Ah come on! Take a chance  
You're old enough to  
  
Dance the night away  
Whoa-oh (Ah) Come on g-girl, dance the night away  
  
A live wire, barely a beginner  
But just watch that lady go  
She's on fire, 'cause dancin' gets her higher than-uh  
Anything else she knows  
  
Ooh, baby baby  
Won't-cha turn your head my way?  
Ooh, baby baby  
Well don't skip romance 'cause  
You're old enough to  
  
Dance the night away  
Oh-oh-oh (Ah) Come on g-girl, dance the night away  
  
Oh, oh-oh-oh oh yeah  
  
Dance (oh) the night away. Hey, hey, yeah!  
Dance, dance, dance the night away  
Ah come on baby (Dance the night away) Hey, hey yeah!  
Dance, dance, dance the night away  
Uh, come on baby, baby , Dance the night away Ooh, ooh, yeah  
Dance, dance, dance the night away. Ah, ha ow!

",Dance The Night Away,Van Halen,2,rock,classic rock,0.526,0.891,8,-4.508,1,0.0732,0.0672,0.0,0.0472,0.689,129.001,189667
"World turns black and white  
Pictures in an empty room  
Your love starts fallin down  
Better change your tune  
Reach for the golden ring  
Reach for the sky  
Baby just spread your wings  
  
We'll get higher and higher  
straight up we'll climb  
We'll get higher and higher  
leave it all behind  
  
Run, run, run away  
Like a train runnin off the track  
The truth gets left behind  
And falls between the cracks  
Standing on broken dreams  
But never losin sight  
Spread your wings  
  
We'll get higher and higher  
straight up we'll climb  
We'll get higher and higher  
leave it all behind  
  
So baby dry your eyes, save all  
the tears you've cried  
Ohh that's what dreams are  
made of  
Cause we belong in a world  
that must be strong  
Ohh that's what dreams are made of  
  
We'll get higher and higher  
Straight up we'll climb  
Higher and higher leave it all  
behind oh we'll  
Higher and higher who knows  
what we'll find  
  
And in the end on dreams we  
will depend  
Cause that's what love is  
made of

",Dreams,Van Halen,57,rock,classic rock,0.455,0.758,0,-11.361,1,0.0454,0.223,2.51e-06,0.0986,0.54,141.304,294000
"I get up, and nothing gets me down.  
You got it tough. I've seen the toughest around.  
And I know, baby, just how you feel.  
You've got to roll with the punches to get to what's real  
  
Oh can't you see me standing here,  
I've got my back against the record machine  
I ain't the worst that you've seen.  
Oh can't you see what I mean?  
  
Might as well jump. Jump!  
Might as well jump.  
Go ahead, and jump. Jump!  
Go ahead, and jump.  
  
Aaa-ohh hey you! Who said that?  
Baby how you been?  
You say you don't know, you won't know  
Until we begin.  
  
Well can't you see me standing here,  
I've got my back against the record machine  
I ain't the worst that you've seen.  
Oh can't you see what I mean?  
  
Might as well jump. Jump!  
Go ahead and, jump.  
Might as well jump. Jump!  
Go ahead and, jump.  
  
Might as well jump. Jump!  
Go ahead and, jump.  
Get it and jump. Jump!  
Go ahead and, jump.

",Jump,Van Halen,56,pop,electropop,0.547,0.822,0,-7.201,1,0.0292,0.0745,0.00943,0.0645,0.774,130.138,239560
"I get up, and nothing gets me down.  
You got it tough. I've seen the toughest around.  
And I know, baby, just how you feel.  
You've got to roll with the punches to get to what's real  
  
Oh can't you see me standing here,  
I've got my back against the record machine  
I ain't the worst that you've seen.  
Oh can't you see what I mean?  
  
Might as well jump. Jump!  
Might as well jump.  
Go ahead, and jump. Jump!  
Go ahead, and jump.  
  
Aaa-ohh hey you! Who said that?  
Baby how you been?  
You say you don't know, you won't know  
Until we begin.  
  
Well can't you see me standing here,  
I've got my back against the record machine  
I ain't the worst that you've seen.  
Oh can't you see what I mean?  
  
Might as well jump. Jump!  
Go ahead and, jump.  
Might as well jump. Jump!  
Go ahead and, jump.  
  
Might as well jump. Jump!  
Go ahead and, jump.  
Get it and jump. Jump!  
Go ahead and, jump.

",Jump,Van Halen,15,rock,classic rock,0.547,0.822,0,-7.201,1,0.0292,0.0745,0.00943,0.0645,0.774,130.138,239560
"I get up, and nothing gets me down.  
You got it tough. I've seen the toughest around.  
And I know, baby, just how you feel.  
You've got to roll with the punches to get to what's real  
  
Oh can't you see me standing here,  
I've got my back against the record machine  
I ain't the worst that you've seen.  
Oh can't you see what I mean?  
  
Might as well jump. Jump!  
Might as well jump.  
Go ahead, and jump. Jump!  
Go ahead, and jump.  
  
Aaa-ohh hey you! Who said that?  
Baby how you been?  
You say you don't know, you won't know  
Until we begin.  
  
Well can't you see me standing here,  
I've got my back against the record machine  
I ain't the worst that you've seen.  
Oh can't you see what I mean?  
  
Might as well jump. Jump!  
Go ahead and, jump.  
Might as well jump. Jump!  
Go ahead and, jump.  
  
Might as well jump. Jump!  
Go ahead and, jump.  
Get it and jump. Jump!  
Go ahead and, jump.

",Jump,Van Halen,15,rock,hard rock,0.547,0.822,0,-7.201,1,0.0292,0.0745,0.00943,0.0645,0.774,130.138,239560
"Jump back, what's that sound  
Here she comes, full blast and top down  
Hot shoe, burnin' down the avenue  
Model citizen zero discipline  
  
Don't you know she's coming home with me?  
You'l lose her in the turn  
I'll get her!  
  
[Chorus:]  
Panama, Panama  
Panama, Panama  
  
Ain't nothin' like it, her shiny machine  
Got the feel for the wheel, keep the moving parts clean  
Hot shoe, burnin' down the avenue  
Got an on-ramp comin' through my bedroom  
  
Don't you know she's coming home with me?  
You'll lose her in the turn  
I'll get her!  
  
[Chorus]  
  
Yeah, we're runnin' a little bit hot tonight  
I can barely see the road from the heat comin' off of it  
Ah, you reach down, between my legs  
Ease the seat back  
  
She's blinding, I'm flying  
Right behind the rear-view mirror now  
Got the feeling, power steering  
Pistons popping, ain't no stopping now!  
  
[Chorus]

",Panama,Van Halen,15,rock,classic rock,0.515,0.987,8,-5.391,1,0.108,0.00135,0.000195,0.0697,0.298,141.258,212640
"Jump back, what's that sound  
Here she comes, full blast and top down  
Hot shoe, burnin' down the avenue  
Model citizen zero discipline  
  
Don't you know she's coming home with me?  
You'l lose her in the turn  
I'll get her!  
  
[Chorus:]  
Panama, Panama  
Panama, Panama  
  
Ain't nothin' like it, her shiny machine  
Got the feel for the wheel, keep the moving parts clean  
Hot shoe, burnin' down the avenue  
Got an on-ramp comin' through my bedroom  
  
Don't you know she's coming home with me?  
You'll lose her in the turn  
I'll get her!  
  
[Chorus]  
  
Yeah, we're runnin' a little bit hot tonight  
I can barely see the road from the heat comin' off of it  
Ah, you reach down, between my legs  
Ease the seat back  
  
She's blinding, I'm flying  
Right behind the rear-view mirror now  
Got the feeling, power steering  
Pistons popping, ain't no stopping now!  
  
[Chorus]

",Panama,Van Halen,51,rock,classic rock,0.515,0.987,8,-5.391,1,0.108,0.00135,0.000195,0.0697,0.298,141.258,212640
"Jump back, what's that sound  
Here she comes, full blast and top down  
Hot shoe, burnin' down the avenue  
Model citizen zero discipline  
  
Don't you know she's coming home with me?  
You'l lose her in the turn  
I'll get her!  
  
[Chorus:]  
Panama, Panama  
Panama, Panama  
  
Ain't nothin' like it, her shiny machine  
Got the feel for the wheel, keep the moving parts clean  
Hot shoe, burnin' down the avenue  
Got an on-ramp comin' through my bedroom  
  
Don't you know she's coming home with me?  
You'll lose her in the turn  
I'll get her!  
  
[Chorus]  
  
Yeah, we're runnin' a little bit hot tonight  
I can barely see the road from the heat comin' off of it  
Ah, you reach down, between my legs  
Ease the seat back  
  
She's blinding, I'm flying  
Right behind the rear-view mirror now  
Got the feeling, power steering  
Pistons popping, ain't no stopping now!  
  
[Chorus]

",Panama,Van Halen,15,rock,hard rock,0.515,0.987,8,-5.391,1,0.108,0.00135,0.000195,0.0697,0.298,141.258,212640
"I live my life like there's no tomorrow  
And all I've got I had to steal  
Least I don't need to beg or borrow  
Yes I'm living at a pace that kills  
Runnin' with the devil  
Runnin' with the devil  
I found the simple life ain't so simple  
When I jumped out on that road  
I got no love, no love you'd call real  
Ain't got nobody waiting at home  
Runnin' with the devil  
Runnin' with the devil  
You know I, I found the simple life, weren't so simple, no  
When I jumped out on that road  
Got no love, no love you'd call real  
Got nobody waiting at home  
Runnin' with the devil  
Runnin' with the devil  
Runnin' with the devil  
Runnin' with the devil  
[repeat and fade]

",Runnin' With The Devil,Van Halen,14,rock,album rock,0.432,0.88,1,-5.769,0,0.0656,0.0206,0.000191,0.185,0.527,95.59,216733
"I live my life like there's no tomorrow  
And all I've got I had to steal  
Least I don't need to beg or borrow  
Yes I'm living at a pace that kills  
Runnin' with the devil  
Runnin' with the devil  
I found the simple life ain't so simple  
When I jumped out on that road  
I got no love, no love you'd call real  
Ain't got nobody waiting at home  
Runnin' with the devil  
Runnin' with the devil  
You know I, I found the simple life, weren't so simple, no  
When I jumped out on that road  
Got no love, no love you'd call real  
Got nobody waiting at home  
Runnin' with the devil  
Runnin' with the devil  
Runnin' with the devil  
Runnin' with the devil  
[repeat and fade]

",Runnin' With The Devil,Van Halen,14,rock,classic rock,0.432,0.88,1,-5.769,0,0.0656,0.0206,0.000191,0.185,0.527,95.59,216733
