Student_ID,Gender,Academic_Level,Avg_Daily_Usage_Hours,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Conflicts_Over_Social_Media,Addicted_Score,Most_Used_Platform_Instagram,Most_Used_Platform_KakaoTalk,Most_Used_Platform_LINE,Most_Used_Platform_LinkedIn,Most_Used_Platform_Snapchat,Most_Used_Platform_TikTok,Most_Used_Platform_Twitter,Most_Used_Platform_VKontakte,Most_Used_Platform_WeChat,Most_Used_Platform_WhatsApp,Most_Used_Platform_YouTube,Relationship_Status_In Relationship,Relationship_Status_Single
565,0,1,5.7,1,6.4,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
566,1,2,6.1,1,6.2,6,3,7,False,False,False,False,False,False,False,False,False,True,False,False,True
567,0,1,7.1,1,5.9,5,4,8,True,False,False,False,False,False,False,False,False,False,False,True,False
568,1,2,3.6,0,8.5,7,2,5,False,False,False,False,False,False,False,False,False,False,False,False,True
569,0,1,7.4,1,5.4,5,4,8,False,False,False,False,False,False,False,False,False,True,False,True,False
570,1,2,4.2,1,8.0,7,3,6,True,False,False,False,False,False,False,False,False,False,False,False,True
571,0,1,6.1,1,7.2,5,4,7,True,False,False,False,False,False,False,False,False,False,False,False,True
572,1,2,3.8,0,7.8,8,2,4,False,False,False,False,False,False,True,False,False,False,False,True,False
573,0,1,5.5,1,6.8,6,4,8,False,False,False,False,False,True,False,False,False,False,False,False,True
574,1,2,7.2,1,5.9,4,5,9,False,False,False,False,False,False,False,False,False,False,False,False,True
575,0,1,4.2,0,7.5,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
576,1,2,6.8,1,6.2,5,4,8,False,False,False,False,False,True,False,False,False,False,False,False,True
577,0,1,5.9,1,6.7,6,3,7,True,False,False,False,False,False,False,False,False,False,False,True,False
578,1,2,6.5,1,6.1,5,4,8,False,False,False,False,False,False,False,False,False,False,False,False,True
579,0,1,4.7,0,7.4,7,2,5,False,False,False,False,False,False,True,False,False,False,False,False,True
580,1,2,5.2,1,7.0,6,3,6,True,False,False,False,False,False,False,False,False,False,False,True,False
581,0,1,6.3,1,6.4,5,4,8,False,False,False,False,False,True,False,False,False,False,False,False,True
582,1,2,4.9,0,7.3,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
583,0,1,6.7,1,6.0,5,4,8,True,False,False,False,False,False,False,False,False,False,False,False,True
584,1,2,5.8,1,6.5,6,3,7,False,False,False,False,False,False,False,False,True,False,False,True,False
585,0,1,4.5,0,7.6,8,2,4,False,False,False,False,False,False,True,False,False,False,False,False,True
586,1,2,6.4,1,6.3,5,4,8,False,False,False,False,False,False,False,False,False,False,False,False,True
587,0,1,4.1,0,7.7,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
588,1,2,6.6,1,6.2,5,4,8,False,False,False,False,False,True,False,False,False,False,False,False,True
589,0,1,4.4,0,7.4,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
590,1,2,5.7,1,6.8,6,3,7,False,False,False,False,False,False,True,False,False,False,False,False,True
591,0,1,7.0,1,5.8,4,5,9,True,False,False,False,False,False,False,False,False,False,False,False,True
592,1,2,4.3,0,7.5,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
593,0,1,6.9,1,6.1,5,4,8,False,False,False,False,False,True,False,False,False,False,False,False,True
594,1,2,5.6,1,6.9,6,3,7,True,False,False,False,False,False,False,False,False,False,False,True,False
595,0,1,6.2,1,6.3,5,4,8,False,False,False,False,False,False,False,False,False,False,False,False,True
596,1,1,5.8,1,6.7,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
597,0,2,4.9,0,7.3,7,2,5,False,False,False,False,False,True,False,False,False,False,False,True,False
598,1,1,6.4,1,6.2,5,4,8,False,False,False,False,False,False,False,False,False,False,False,False,True
599,0,2,5.1,0,7.1,7,2,5,False,False,False,False,False,False,True,False,False,False,False,True,False
600,1,1,6.7,1,6.0,4,4,8,True,False,False,False,False,False,False,False,False,False,False,False,True
601,0,2,5.5,1,6.8,6,3,7,False,False,False,False,False,False,False,False,True,False,False,True,False
602,1,1,4.3,0,7.6,8,2,4,False,False,False,False,False,False,True,False,False,False,False,False,True
603,0,2,6.2,1,6.4,5,4,8,True,False,False,False,False,False,False,False,False,False,False,False,True
604,1,1,4.5,0,7.4,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
605,0,2,6.3,1,6.3,5,4,8,False,False,False,False,False,True,False,False,False,False,False,False,True
606,1,1,4.7,0,7.2,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
607,0,2,5.9,1,6.6,6,3,7,False,False,False,False,False,False,True,False,False,False,False,False,True
608,1,1,7.1,1,5.7,4,5,9,False,False,False,False,False,False,False,False,False,False,False,False,True
609,0,2,4.4,0,7.4,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
610,1,1,6.6,1,6.2,5,4,8,False,False,False,False,False,True,False,False,False,False,False,False,True
611,0,2,5.4,1,6.9,6,3,7,True,False,False,False,False,False,False,False,False,False,False,True,False
612,1,1,6.5,1,6.1,5,4,8,False,False,False,False,False,False,False,False,False,False,False,False,True
613,0,2,4.8,0,7.3,7,2,5,False,False,False,False,False,False,True,False,False,False,False,True,False
614,1,1,5.7,1,6.7,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
615,0,2,6.1,1,6.4,5,4,8,False,False,False,False,False,True,False,False,False,False,False,False,True
616,1,1,4.6,0,7.2,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
617,0,2,6.8,1,5.9,4,5,9,True,False,False,False,False,False,False,False,False,False,False,False,True
618,1,1,5.6,1,6.8,6,3,7,False,False,False,False,False,False,False,False,True,False,False,True,False
619,0,2,4.2,0,7.5,8,2,4,False,False,False,False,False,False,True,False,False,False,False,False,True
620,1,1,6.3,1,6.3,5,4,8,False,False,False,False,False,True,False,False,False,False,False,False,True
621,0,2,4.4,0,7.4,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
622,1,1,6.5,1,6.2,5,4,8,False,False,False,False,False,False,False,False,False,False,False,False,True
623,0,2,4.6,0,7.3,7,2,5,False,False,False,False,False,False,True,False,False,False,False,True,False
624,1,1,5.8,1,6.6,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
625,0,2,7.0,1,5.8,4,5,9,False,False,False,False,False,True,False,False,False,False,False,False,True
626,1,1,4.5,0,7.3,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
627,0,2,6.7,1,6.1,5,4,8,True,False,False,False,False,False,False,False,False,False,False,False,True
628,1,1,5.5,1,6.8,6,3,7,False,False,False,False,False,False,True,False,False,False,False,True,False
629,0,2,6.4,1,6.2,5,4,8,False,False,False,False,False,False,False,False,False,False,False,False,True
630,1,1,4.7,0,7.2,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
631,0,2,5.6,1,6.7,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
632,1,1,6.2,1,6.3,5,4,8,False,False,False,False,False,False,False,False,False,False,False,False,True
633,0,2,4.8,0,7.1,7,2,5,False,False,False,False,False,False,True,False,False,False,False,True,False
634,1,1,6.9,1,5.9,4,5,9,True,False,False,False,False,False,False,False,False,False,False,False,True
635,0,2,5.7,1,6.7,6,3,7,False,False,False,False,False,False,False,False,True,False,False,True,False
636,1,1,4.4,0,7.4,8,2,4,False,False,False,False,False,False,True,False,False,False,False,False,True
637,0,2,6.1,1,6.4,5,4,8,False,False,False,False,False,True,False,False,False,False,False,False,True
638,1,1,4.3,0,7.5,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
639,0,2,6.4,1,6.2,5,4,8,False,False,False,False,False,False,False,False,False,False,False,False,True
640,1,1,4.5,0,7.3,7,2,5,False,False,False,False,False,False,True,False,False,False,False,True,False
641,0,2,5.9,1,6.5,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
642,1,1,7.2,1,5.7,4,5,9,False,False,False,False,False,True,False,False,False,False,False,False,True
643,0,2,4.6,0,7.2,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
644,1,1,6.8,1,6.0,5,4,8,True,False,False,False,False,False,False,False,False,False,False,False,True
645,0,2,5.3,1,6.8,6,3,7,False,False,False,False,False,False,True,False,False,False,False,True,False
646,1,2,6.3,1,6.2,5,4,8,False,False,False,False,False,False,False,False,False,False,False,False,True
647,0,1,4.8,0,7.1,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
648,1,2,5.7,1,6.6,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
649,0,1,6.2,1,6.3,5,4,8,False,False,False,False,False,False,True,False,False,False,False,False,True
650,1,2,4.7,0,7.2,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
651,0,1,6.8,1,5.9,4,5,9,True,False,False,False,False,False,False,False,False,False,False,False,True
652,1,2,5.6,1,6.7,6,3,7,False,False,False,False,False,False,False,False,True,False,False,True,False
653,0,1,4.3,0,7.5,8,2,4,False,False,False,False,False,False,True,False,False,False,False,False,True
654,1,2,6.2,1,6.3,5,4,8,False,False,False,False,False,True,False,False,False,False,False,False,True
655,0,1,4.4,0,7.4,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
656,1,2,6.5,1,6.1,5,4,8,False,False,False,False,False,False,False,False,False,False,False,False,True
657,0,1,4.6,0,7.3,7,2,5,False,False,False,False,False,False,True,False,False,False,False,True,False
658,1,2,5.8,1,6.6,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
659,0,1,7.1,1,5.8,4,5,9,False,False,False,False,False,True,False,False,False,False,False,False,True
660,1,2,4.5,0,7.3,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
661,0,1,6.7,1,6.0,5,4,8,True,False,False,False,False,False,False,False,False,False,False,False,True
662,1,2,5.4,1,6.8,6,3,7,False,False,False,False,False,False,True,False,False,False,False,True,False
663,0,1,6.4,1,6.2,5,4,8,False,False,False,False,False,True,False,False,False,False,False,False,True
664,1,2,4.7,0,7.2,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
665,0,1,5.6,1,6.7,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
666,1,2,6.3,1,6.2,5,4,8,False,False,False,False,False,False,True,False,False,False,False,False,True
667,0,1,4.8,0,7.1,7,2,5,False,False,False,False,False,True,False,False,False,False,False,True,False
668,1,2,6.9,1,5.9,4,5,9,True,False,False,False,False,False,False,False,False,False,False,False,True
669,0,1,5.7,1,6.7,6,3,7,False,False,False,False,False,False,False,False,True,False,False,True,False
670,1,2,4.4,0,7.4,8,2,4,False,False,False,False,False,False,True,False,False,False,False,False,True
671,0,1,6.1,1,6.4,5,4,8,False,False,False,False,False,False,False,False,False,False,False,False,True
672,1,2,4.3,0,7.5,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
673,0,1,6.4,1,6.2,5,4,8,False,False,False,False,False,True,False,False,False,False,False,False,True
674,1,2,4.5,0,7.3,7,2,5,False,False,False,False,False,False,True,False,False,False,False,True,False
675,0,1,5.9,1,6.5,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
676,1,2,7.2,1,5.7,4,5,9,False,False,False,False,False,False,False,False,False,False,False,False,True
677,0,1,4.6,0,7.2,7,2,5,False,False,False,False,False,True,False,False,False,False,False,True,False
678,1,2,6.8,1,6.0,5,4,8,True,False,False,False,False,False,False,False,False,False,False,False,True
679,0,1,5.3,1,6.8,6,3,7,False,False,False,False,False,False,True,False,False,False,False,True,False
680,1,2,6.2,1,6.3,5,4,8,False,False,False,False,False,False,False,False,False,False,False,False,True
681,0,1,4.7,0,7.2,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
682,1,2,5.8,1,6.6,6,3,7,False,False,False,False,False,True,False,False,False,False,False,False,True
683,0,1,6.1,1,6.4,5,4,8,False,False,False,False,False,False,True,False,False,False,False,False,True
684,1,2,4.8,0,7.1,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
685,0,1,6.7,1,6.0,4,5,9,True,False,False,False,False,False,False,False,False,False,False,False,True
686,1,2,5.5,1,6.8,6,3,7,False,False,False,False,False,False,False,False,True,False,False,True,False
687,0,1,4.2,0,7.5,8,2,4,False,False,False,False,False,False,True,False,False,False,False,False,True
688,1,2,6.3,1,6.2,5,4,8,False,False,False,False,False,True,False,False,False,False,False,False,True
689,0,1,4.4,0,7.4,7,2,5,True,False,False,False,False,False,False,False,False,False,False,True,False
690,1,2,6.5,1,6.1,5,4,8,False,False,False,False,False,False,False,False,False,False,False,False,True
691,0,1,4.6,0,7.3,7,2,5,False,False,False,False,False,False,True,False,False,False,False,True,False
692,1,2,5.9,1,6.5,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
693,0,1,7.0,1,5.8,4,5,9,False,False,False,False,False,True,False,False,False,False,False,False,True
694,1,2,4.5,0,7.3,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
695,0,1,6.6,1,6.1,5,4,8,True,False,False,False,False,False,False,False,False,False,False,False,True
696,1,2,5.5,1,6.7,6,3,7,False,False,False,False,False,False,True,False,False,False,False,True,False
697,0,1,6.3,1,6.2,5,4,8,False,False,False,False,False,True,False,False,False,False,False,False,True
698,1,2,4.8,0,7.1,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
699,0,1,5.7,1,6.6,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
700,1,2,6.2,1,6.3,5,4,8,False,False,False,False,False,False,True,False,False,False,False,False,True
701,0,1,4.7,0,7.2,7,2,5,False,False,False,False,False,True,False,False,False,False,False,True,False
702,1,2,6.8,1,5.9,4,5,9,True,False,False,False,False,False,False,False,False,False,False,False,True
703,0,1,5.6,1,6.7,6,3,7,False,False,False,False,False,False,False,False,True,False,False,True,False
704,1,2,4.3,0,7.5,8,2,4,False,False,False,False,False,False,True,False,False,False,False,False,True
705,0,1,6.2,1,6.3,5,4,8,False,False,False,False,False,False,False,False,False,False,False,False,True
