seq,track_name,track_artist,track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
"I went to a party last Saturday night
I didn't get laid I got in a fight uh-huh
It ain't no big thing
Late for my job and the traffic was bad
Had to borrow 10 bucks from my old man uh-huh
It ain't no big thing

I went to a party last Saturday night
I told you that story would be alright uh-huh
It ain't no big thing

But I know what I like
I know I like dancing with you
And I know what you like
I know you like dancing with me oh yeah

Kiss me once
Kiss me twice
Come on pretty baby kiss me deadly

Had a few beers getting high
Sitting watching the time go by uh-huh
It ain't no big thing
Nothing to eat and no T.V.
Looking in the mirror don't get it for me uh-huh
It ain't no big thing

But I know what I like
I know I like dancing with you
And I know what you like
I know you like dancing with me oh yeah

Kiss me once
Kiss me twice
Come on pretty baby kiss me deadly

Kiss me once
Kiss me twice
Come on pretty baby kiss me deadly

You know I like dancing with you
Dancing with you, come on

Kiss me once
Kiss me twice
Come on pretty baby kiss me deadly

Kiss me once
Kiss me twice
Come on pretty baby kiss me
Come on pretty baby kiss me
Come on pretty baby kiss me deadly",Kiss Me Deadly,Lita Ford,54,rock,hard rock,0.468,0.743,0,-10.846,1,0.0326,0.00819,7.88e-05,0.369,0.648,156.103,241800
"Lost my grip and my vision gone dull
I swing my hip like a dancer gone numb
I saw your shadow, saw the skeleton run
Now something's missing from my memory of you
You shake my world from my ground to my head
Distant noise that wake me out of bed
I listen as the walls cave in
I'm hanging on 'cause your memory's thin

I lost my grip, I balanced it on a piece of paper
True in one tip, it's weaving
And I wait for later
Who is leaning in on my yes to be?
Who is sneaking in, is sneaking in on me, on me?

I've cut a house in half and turn a frown distant
Painted walls and letters upside down
I try to hold on, I try to hold on but we gone
Then I try to let go but your memory's still on

I lost my grip, I balanced it on a piece of paper
True in one tip, it's weaving
And I wait for later
Who is leaning in on my yes to be?
Who is sneaking in, is sneaking in on me, on me?

On me, on my",Crystalfilm,Little Dragon,43,pop,electropop,0.837,0.516,7,-7.735,1,0.0574,0.00812,0.507,0.11,0.213,138.976,289400
"Ladies all across the world
Listen up, we're looking for recruits
If you with me, lemme see your hands
Stand up and salute
Get your killer heels, sneakers, pumps or lace up your boots
Representing all the women, salute, salute

Ladies all across the world
Listen up, we're looking for recruits
If you with me, lemme see your hands
Stand up and salute
Get your killer heels, sneakers, pumps or lace up your boots
Representing all the women, salute, salute

It's who we are
We don't need no camouflage
It's the female federal
And we're taking off
If you with me, women lemme hear you say

Ladies all across the world
Listen up, we're looking for recruits
If you with me, lemme see your hands
Stand up and salute
Get your killer heels, sneakers, pumps or lace up your boots
Representing all the women, salute, salute

Attention (salute)
Attention (salute)
Attention (huh)
Representing all the women, salute, salute

Sisters we are everywhere
Warriors, your country needs you
If you ready ladies, better keep steady
Ready, aim, shoot it
Don't need ammunition, on a mission
And we'll hit you with the truth
Divas, Queens, we don't need no man, salute

Sisters we are everywhere
Warriors, your country needs you
If you ready ladies, better keep steady
Ready, aim, shoot it
Don't need ammunition. On a mission
And we'll hit you with the truth
Representing all the women, salute, salute!

It's who we are
We don't need no camouflage
It's the female federal
And we're taking off
If you with me, women lemme hear you say

Ladies all across the world
Listen up, we're looking for recruits
If you with me, lemme see your hands
Stand up and salute
Get your killer heels, sneakers, pumps or lace up your boots
Representing all the women, salute, salute

Attention (salute)
Attention (salute)
Attention (huh)
Representing all the women, salute, salute

You think we're just pretty things
You couldn't be more wrong
(We standing strong, we carry on)
Knock us but we keep moving on (we're moving up, yeah)
Can't stop a hurricane, ladies it's time to awake (yeah)

Attention
Attention
Individuals
Originals
Huh
Lemme hear you say

Ladies all across the world
Listen up, we're looking for recruits
If you with me, lemme see your hands
Stand up and salute
Get your killer heels, sneakers, pumps or lace up your boots
Representing all the women, salute, salute

Attention (salute)
Attention (salute)
Attention (huh)
Representing all the women, salute, salute!

(Ladies, the time has come, the war has begun
Let us stand together
And remember, men fight great, but women are greater fighters)

Huh!
Representing all the women, salute, salute",Salute,Little Mix,67,edm,pop edm,0.641,0.732,2,-5.324,1,0.051,0.0992,0.0,0.285,0.352,82.027,236013
"Switch it up
Switch it up
Oh whoa
Yeah eh, yeah
Let's go

I call my girl 'cause I got a problem
Only a curl is gonna solve it
Then I don't really care, just get him out of my hair, yeah
Let's switch it up, get off my shoulder
I've had enough, can't take it no longer
I'm over him I swear, I'm like yeah

Gotta get him out my hair
Gotta get him out my hair
Gotta get him out my hair
Gotta get him out my hair

'Cause he was just a dick and I knew it
Got me going mad sitting in this chair
Like I don't care
Gotta get him out my hair
I tried everything but it's useless
He pushed me so far now I'm on the edge
Make him disappear
Go get him out my hair

Okay, gotta bleach him out, peroxide on him
Hair on the floor like my memory of him
Now I feel brand new, this chick is over you
We're going out ain't got no worries
Drama now, now it just seems so funny
Put my hands up in the air, I'm like yeah

Gotta get him out my hair
Gotta get him out my hair
Gotta get him out my hair
Gotta get him out my hair (my hair)

'Cause he was just a dick and I knew it
Got me going mad sitting in this chair
Like I don't care
Gotta get him out my hair
I tried everything but it's useless
He pushed me so far now I'm on the edge
Make him disappear
Go get him out my hair

Da-da-da-da-da da-da-da-da-da-da, switch it up, switch it up
Da-da-da-da-da da-da-da-da-da-da, oh
Da-da-da-da-da da-da-da-da-da-da, switch it up, switch it up
Da-da-da-da-da da-da-da-da-da-da, oh

When you need to get your phone, erase that number
Don't call him back 'cause he don't deserve it
And when you see him in the club
Just flip your hair, don't show him any love
'Cause you've had enough, oh

'Cause he was just a dick and I knew it
Got me going mad sitting in this chair
Like I don't care
Gotta get him out my hair
I tried everything but it's useless
He pushed me so far now I'm on the edge
Make him disappear
Go get him out my hair, hey

Go get him out my hair
He's in my hair
Gonna get him out
Gonna get him out
(Got to get him out my hair)",Hair,Little Mix,64,pop,post-teen pop,0.712,0.835,7,-4.676,1,0.0487,0.00623,1.68e-06,0.843,0.741,153.956,233827
"You and I and nobody else
Feeling feelings I never felt
The way you got me under your spell
Don't you keep it all to yourself

So won't you take it, I feel like for the first time I am not faking
Fingers on my buttons and now you're playing
Master of anticipation
Don't you keep it all to yourself

Just a touch of your love is enough
To knock me off of my feet all week
Just a touch of your lo-ove
Just a touch of your lo-ove
Just a touch of your love is enough
To take control of my whole body
Just a touch of your lo-ove
Just a touch of your lo-ove

Just a touch of your love is enough
To knock me off of my feet all week
Just a touch of your lo-ove
Just a touch of your lo-ove
Just a touch of your love is enough
To take control of my whole body
Just a touch of your lo-ove
Just a touch of your lo-hey-ove

Photograph with no T-shirt on
Why you making me wait so long? (wait so long)
I promise to keep this a secret, I'll never tell
But don't you keep it all to yourself

So won't you take it, I feel like for the first time I am not faking
Fingers on my buttons and now you're playing
Master of anticipation
Don't you keep it all to yourself (to yourself)

Just a touch of your love is enough
To knock me off of my feet all week
Just a touch of your lo-ove (just a touch)
Just a touch of your lo-ove (just a touch)
Just a touch of your love is enough
To take control of my whole body
Just a touch of your lo-ove (just a touch, just a touch)
Just a touch of your lo-ove (just a touch, just a touch)

Just a touch of your love is enough
To knock me off of my feet all week (knock me off my feet)
Just a touch of your love, hey
Just a touch of your love, hey
Just a touch of your love is enough
To take control of my whole body (body)
Just a touch of your love, hey
Just a touch of your lo-hey-ove

And now my whole week, my whole week is golden (yeah)
Can you see me glowing? that's how I feel (feel)
And I'm not afraid to fade into emotions (yeah)
'Cause I know that this could be something real 

Just a touch of your love is enough
To knock me off of my feet all week
Just a touch of your lo-ove (hey)
Just a touch of your lo-ove (just a touch)
Just a touch of your love is enough
To take control of my whole body (body)
Just a touch of your lo-ove (only a touch of your love)
Just a touch of your love (want a touch of your)

Just a touch of your love is enough
To knock me off of my feet all week
Just a touch of your love, hey (just a touch)
Just a touch of your love, hey (just a touch)
Just a touch of your love is enough
To take control of my whole body (oh yeah)
Just a touch of your love, hey
Just a touch of your lo-ove",Touch,Little Mix,68,edm,pop edm,0.607,0.718,4,-4.095,1,0.0978,0.032,0.0,0.403,0.551,101.821,213307
"Gonna tell Aunt Mary 'bout Uncle John,
He says he has the blues but he havin'a lotta fun oh baby,
Woo baby, yeah baby,
Havin' me some fun tonight yeah

Well long, tall Sally
She's built for speed, she got
Everything that Uncle John needs oh baby,
Woo baby, yeah baby,
Havin' me some fun tonight yeah

Well, I saw Uncle John with long tall Sally.
He saw Aunt Mary comin' and he ducked back in the alley oh baby,
Woo baby, yeah baby,
Havin' me some fun tonight, yea woo

Well, long, tall Sally
She's built for speed, she got
Everything that Uncle John needs oh baby,
Woo baby, yeah baby, baby
Havin' me some fun tonight yeah

Well, I saw Uncle John with long tall Sally.
He saw Aunt Mary comin' and he ducked back in the alley oh baby,
Woo baby, yeah baby,
Havin' me some fun tonight, yeah

We gonna have some fun tonight,
We gonna have some fun tonight, woo
Have some fun tonight, everything all right,
Have some fun, have me some fun tonight.",Long Tall Sally (The Thing),Little Richard,1,rock,classic rock,0.474,0.598,5,-5.023,1,0.0973,0.768,0.0,0.0841,0.917,184.484,131853
"Call you up in the middle of the night
Like a firefly without a light
You were there like a slow torch burning
I was a key that could use a little turning

So tired that I couldn't even sleep
So many secrets I couldn't keep
Promised myself I wouldn't weep
One more promise I couldn't keep

It seems no one can help me now
I'm in too deep
There's no way out
This time I have really led myself astray

Runaway train never going back
Wrong way on a one way track
Seems like I should be getting somewhere
Somehow I'm neither here nor there

Can you help me remember how to smile
Make it somehow all seem worthwhile
How on earth did I get so jaded
Life's mystery seems so faded

I can go where no one else can go
I know what no one else knows
Here I am just drownin' in the rain
With a ticket for a runaway train

Everything is cut and dry
Day and night, earth and sky
Somehow I just don't believe it

Runaway train never going back
Wrong way on a one way track
Seems like I should be getting somewhere
Somehow I'm neither here nor there

Bought a ticket for a runaway train
Like a madman laughin' at the rain
Little out of touch, little insane
Just easier than dealing with the pain

Runaway train never comin' back
Wrong way on a one way track
Seems like I should be getting somewhere
Somehow I'm neither here nor there

Runaway train never comin' back
Runaway train tearin' up the track
Runaway train burnin' in my veins
Runaway but it always seems the same",Runaway Train,Soul Asylum,68,rock,permanent wave,0.613,0.72,0,-7.957,1,0.0425,0.0132,0.0,0.104,0.561,117.341,265867
"If I was a boy at sea
I would be swinging from a broken tree
I would be down on my back looking up at stars at night
and if I could get back to reach to reach the saltiest of evergreens
You know that I would turn back just to fight the whites of iron eyes

When I hear that wind and I think of Spring
Underneath an open window a carved out sign and
often I would fight with my mind

Saltwater brine where you hung your crown
When you washed your eyes in last night's tea
I thought you might come out from the dream to find that

Underneath the pine grew a patch of thyme
that I burned for six days in the sun
'til I heard the distant sound of drums

Oh the queen had come and the King had died
and my forehead burned but I closed my eyes
and my forehead burned but I closed my eyes

Before I go I've got to run, down the street
to the market cove where I could
find six seeds to bring back to the yard
and plant underneath the birch tree
No white skies or red sunlight
In the saltwater brine
My forehead burned but I closed my eyes

Whoa. Now you've got to go.

If I was a boy",Swing Tree,Discovery,45,pop,electropop,0.679,0.77,5,-7.673,1,0.111,0.0417,0.0527,0.124,0.843,184.047,158133
"Can you feel that?
Ah, shit
Oh, ah, ah, ah, ah
Oh, ah, ah, ah, ah
oh, oh, oh, oh, oh, oh

Drowning deep in my sea of loathing
Broken your servant I kneel
(Will you give in to me?)
It seems what's left of my human side
Is slowly changing in me
(Will you give in to me?)

Looking at my own reflection
When suddenly it changes
Violently it changes (oh no)
There is no turning back now
You've woken up the demon in me

Get up, come on get down with the sickness
Get up, come on get down with the sickness
Get up, come on get down with the sickness
Open up your hate, and let it flow into me
Get up, come on get down with the sickness
You mother get up come on get down with the sickness
You fucker get up come on get down with the sickness
Madness is the gift, that has been given to me

I can see inside you, the sickness is rising
Don't try to deny what you feel
(Will you give in to me?)
It seems that all that was good has died
And is decaying in me
(Will you give in to me?)

It seems you're having some trouble
In dealing with these changes
Living with these changes (oh no)
The world is a scary place
Now that you've woken up the demon in me

Get up, come on get down with the sickness
Get up, come on get down with the sickness
Get up, come on get down with the sickness
Open up your hate, and let it flow into me
Get up, come on get down with the sickness
You mother get up come on get down with the sickness
You fucker get up come on get down with the sickness
Madness is the gift, that has been given to me

(And when I dream)
(And when I dream)
(And when I dream), (and when I dream)
No mommy, don't do it again
Don't do it again
I'll be a good boy
I'll be a good boy, I promise
No mommy don't hit me
Why did you have to hit me like that, mommy?
Don't do it, you're hurting me
Why did you have to be such a bitch

Why don't you
Why don't you just fuck off and die
Why can't you just fuck off and die
Why can't you just leave here and die
Never stick your hand in my face again bitch
Fuck you
I don't need this shit
You stupid sadistic abusive fucking whore
How would you like to see how it feels mommy
Here it comes, get ready to die

Oh, ah, ah, ah, ah
Get up, come on get down with the sickness
Get up, come on get down with the sickness
Get up, come on get down with the sickness
Open up your hate, and let it flow into me
Get up, come on get down with the sickness
You mother get up come on get down with the sickness
You fucker get up come on get down with the sickness
Madness has now come over me",Down with the Sickness,Disturbed,74,rock,permanent wave,0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,279213
"Get psycho, I wanna get psycho
Get psycho, I wanna wanna wanna wanna, I wanna get psycho

Run you little bitch
I want your power glowing, juicy flowing, red hot, meaning of life
It's not enough to have a little taste
I want the whole damn thing now
Can you dig it?

Need to get psycho
Wanna hear you say it
Say, you want it, need it
Don't wanna wait until we finish the show
It's not enough, you hunger for more
You're one twisted little fuck
And now you wanna get psycho with me

Give in, give in, decide
Give in, give in, give in, decide
(Give in) give in, give in, decide
Give in, give in, give in, decide
Give in

Get psycho, I wanna get psycho
Get psycho, I wanna wanna wanna wanna, I wanna get psycho

Scratch my itch
Give me your power glowing, juicy flowing red hot, meaning of life
It's not enough to have a little piece
I want the whole damn thing now
Can you dig it?

Need to get psycho
Wanna hear you scream
Tell me to take you, scare you, fuck you
After we finish the show
It's not enough, you listening whore?
You're one twisted little fuck
And now you wanna get psycho with me

Give in, give in, decide
Give in, give in, give in, decide
(Give in) give in, give in, decide
Give in, give in, give in, decide
Give in

I can feel the blood, flowing through my veins
Spilling on my soul
And now the hunger's getting bigger
Come a little closer now pretentious whore and pull my trigger
Free the violence that is building in me
I say now end of the ride, murder suicide
Is how I've been feelin' lately
Come a little closer my pretentious whore I'm living with a feeling that I can't ignore
Come a little closer my pretentious whore I'm living with a feeling that I can't ignore
Come a little closer my pretentious whore I'm living with a feeling that i can't ignore
And the need to get psycho is not a question to me

Get, get, get, get, get psycho
Get, get, get, get, I wanna get psycho
Get, get, get, get, get psycho
Get, get, get, get, I wanna, wanna, wanna
Get psycho
Get, get, get, get, I wanna get psycho
Get, get, get, get, get psycho
Get, get, get, get, I wanna get psycho
I wanna, wanna, wanna, wanna",Meaning of Life,Disturbed,32,rock,hard rock,0.72,0.951,11,-4.78,1,0.0683,0.000648,0.00138,0.0251,0.728,125.929,241773
"Yeah, bringing you another disturbing creation
From the mind of one sick animal who can't tell the difference
And gets stupefied

I've been waiting my whole life for just one, fuck
And all I needed was just one, fuck
How can you say that you don't give a, fuck
I find myself stupefied, coming back again
All I wanted was just one, fuck
One tiny little innocent, fuck
And when I feel like I'm shit out of, Luck
I find my stupefied, coming back again

Why, do you like playing around with
My, narrow scope of reality
I, can feel it all start slipping
I think I'm breaking down
And why, do you like playing around with
My, narrow scope of reality
I, can feel it all start slipping away

See but I don't get it
Don't you think maybe we could put it on credit
Don't you think it can take control when I don't let it
I get stupefied
It's all the same you see
Live with it but I don't get it
Don't you think maybe we could put it on credit
Don't you think it can take control when I don't let it
I get stupefied
I get stupefied

All the people in the left wing, fuck
And all the people in the right wing, fuck
And all the people in the underground, fuck
I find myself stupefied, coming back again
All the people in the high rise, fuck
And all the people in the projects, fuck
And all la gente in the bario, fuck
I find myself stupefied, coming back again

Why, do you like playing around with
My, narrow scope of reality
I, can feel it all start slipping
I think I'm breaking down
Why, do you like playing around with
My, narrow scope of reality
I, can feel it all start slipping away

See but I don't get it
Don't you think maybe we could put it on credit
Don't you think it can take control when I don't let it
I get stupefied
It's all the same you see
Live with it but I don't get it
Don't you think maybe we could put it on credit
Don't you think it can take control when I don't let it
I get stupefied
I get stupefied

Tifached
Tifached

And don't deny me
No baby now, don't deny me
And darlin' don't be afraid

Well, I don't get it
Don't you think maybe we could put it on credit
Don't you think it can take control when I don't let it
I get stupefied

Look in my face, stare in my soul
I begin to stupify
Look in my face, stare in my soul
I begin to stupify
Look in my face, stare in my soul
I begin to stupify
Look in my face, stare in my soul
I begin to stupify
Look in my face, step in my soul
Look in my face, step in my soul
Look in my face, step in my soul
Look in my face, step in my soul
Look in my face, step in my soul
Look in my face, stare into my soul
Look in my face, stare into my soul
I begin to stupify, ah",Stupify,Disturbed,60,rock,hard rock,0.597,0.939,1,-3.001,1,0.0446,0.00108,9.77e-05,0.201,0.422,98.0,274000
"Ah ah ah ow
You walk on like a woman in suffering
Won't even bother now, to tell me why
You come alone, letting all of us savor the moment
Leaving me broken, another time
You come on like a blood stained hurricane
Leave me alone, let me be this time
You carry on like a holy man pushing redemption
I don't want to mention, the reason I know

That I am stricken and can't let you go
When the heart is cold there's no hope
And we know
That I am crippled by all that you've done
Into the abyss will I run

You don't know what your power has done to me
I want to know if I'll heal inside
I can't go on, with a holocaust about to happen
Seeing you laughing, another time
You'll never know how your face has haunted me
My very soul has to bleed this time
Another hole in the wall of my inner defenses
Leaving me breathless, the reason I know

That I am stricken and can't let you go
When the heart is cold there's no hope
And we know
That I am crippled by all that you've done
Into the abyss will I run
Into the abyss will I run

You walk on like a woman in suffering
Won't even bother now, to tell me why
You come alone, letting all of us savor the moment
Leaving me broken, another time
You come on like a blood stained hurricane
Leave me alone, let me be this time
You carry on a holy man pushing redemption
I don't want to mention, the reason I know

That I am stricken and can't let you go
When the heart is cold there's no hope
And we know
That I am crippled by all that you've done
Into the abyss will I run, into the abyss will I run

I can't let you go
Yes I am stricken and can't let you go",Stricken,Disturbed,72,rock,hard rock,0.404,0.969,8,-2.938,1,0.195,8.51e-05,0.0114,0.268,0.29,173.878,245227
"Survival
Survival

One more goddamn day when I know what I want
And my want will be considered tonight, considered tonight
Just another day when all that I want
Will mark me as a sinner tonight, I'm a sinner tonight, yeah

People can no longer cover their eyes
If this disturbs you, then walk away
You will remember the night you were struck by the sight of
Ten thousand fists in the air

Power unrestrained and dead on the mark
Is what we will deliver tonight, deliver tonight
Pleasure fused with pain is triumph of the soul
Will make you shiver tonight, will make you shiver tonight, yeah

People can no longer cover their eyes
If this disturbs you, then walk away
You will remember the night you were struck by the sight of
Ten thousand fists in the air

We are the ones that will open your mind
Leave the weak and the haunted behind
(We are the ones that will open your mind)
Leave the weak and the haunted behind
(We are the ones that will open your mind)
Leave the weak and the haunted behind
(We are the ones that will open your mind)
Leave the weak and the haunted behind

People can no longer cover their eyes
If this disturbs you, then walk away
You will remember the night you were struck by the sight of
Ten thousand fists in the air

Ten thousand fists in the air
Ten thousand fists in the air",Ten Thousand Fists,Disturbed,63,rock,hard rock,0.54,0.977,1,-3.409,1,0.0878,2.55e-05,0.0553,0.0533,0.211,106.911,212040
"Another mission
The powers have called me away
Another time
To carry the colors again
My motivation
An oath I've sworn to defend
To win the honor
Of coming back home again
No explanation
Will matter after we begin
Unlock the dark destroyer that's buried in me
My true vocation
And now my unfortunate friend
You will discover
A war you're unable to win

I'll have you know
That I've become

Indestructible
Determination that is incorruptible
From the other side
A terror to behold
Annihilation will be unavoidable
Every broken enemy will know
That their opponent had to be invincible
Take a last look around while you're alive
I'm an indestructible master of war

Another reason
Another cause for me to fight
Another fuse uncovered
Now, for me to light
My dedication
To all that I've sworn to protect
I carry out my orders
With not a regret
A declaration
Embedded deep under my skin
A permanent reminder
Of how we began
No hesitation
When I am commanding the strike
You need to know
That you're in for the fight of your life

You will be shown
How I've become

Indestructible
Determination that is incorruptible
From the other side
A terror to behold
Annihilation will be unavoidable
Every broken enemy will know
That their opponent had to be invincible
Take a last look around while you're alive
I'm an indestructible master of war

I'm...

Indestructible
Determination that is incorruptible
From the other side
A terror to behold
Annihilation will be unavoidable
Every broken enemy will know
That their opponent had to be invincible
Take a last look around while you're alive
I'm an indestructible master of war

Indestructible
Determination that is incorruptible
From the other side
A terror to behold
Annihilation will be unavoidable
Every broken enemy will know
That their opponent had to be invincible
Take a last look around while you're alive
I'm an indestructible master of war",Indestructible,Disturbed,70,rap,southern hip hop,0.429,0.966,8,-4.605,1,0.0733,0.000209,0.124,0.371,0.525,179.956,278027
"I am not an instrument of violence
I am a vessel of invincibility
I cannot, leave this undecided
Stepping down to battle another day
Remember me, for all time this
Determination is a vital part of me
Surrender, now or be counted
With the endless masses that I will defeat

Come on, bring it, you don't see it
I don't believe it
Broken down, till your hope has died
Beat down, till the victory is mine
Stand up and show me some pride
And now, are you ready?

I'm one with the warrior inside
My dominance can't be denied
Your entire world will turn
Into a battlefield tonight
As I look upon you, through
The warrior's eyes now
I can see the fear that will
Ensure my victory this time

I can't be told the compromises
From every toppled body lying at my feet
They know for minimal reminder
They will speak my name for eternity
I have no need of any guidance
I am a weapon powerful beyond belief
Seen through the warrior's eyes
I never need to question how to defeat you
Come on, bring it, you don't see it
I don't believe it
Broken down, till your hope has died
Beat down till the victory is mine
Stand up and show me some pride
And now, are you ready?

I'm one with the warrior inside
My dominance can't be denied
Your entire world will turn
Into a battlefield tonight
As I look upon you, through
The warrior's eyes now
I can see the fear that will
Ensure my victory this time

You can't hide now
I am the warrior
So decide now
How they'll remember you
Do not hide now
Act like a warrior
Show your pride now
Solidify your place in time

I'm one with the warrior inside
My dominance can't be denied
Your entire world will turn
Into a battlefield tonight
As I look upon you through
The warrior's eyes now
I can see the fear that will
Ensure my victory this time

I'm one with the warrior inside
The evidence can't be denied
The entire world will stare
Into this battlefield tonight
As I stand before you with
The warrior's heart now
I can feel the strength that will
Ensure my victory this time",Warrior,Disturbed,62,rock,hard rock,0.549,0.969,1,-2.763,1,0.049,1.16e-05,0.106,0.104,0.348,101.055,204827
"He is observing the chaos, taking in the lack of raw humanity
It's as if the entire world's fallen in love with their insanity
Hear the innocent voices scream
As their tormentors laugh through all of it
No forgiveness from all I've seen
The degradation I cannot forget

So sleep soundly in your beds tonight
For judgement falls upon you at first light

I'm the hand of God
I'm the dark messiah
I'm the vengeful one
(Look inside and see what you're becoming)
In the blackest moment of a dying world
What have you become
(Look inside and see what you're becoming)

As the violence surges
And the teeming masses have been terrorized
The human predators all gone mad
Are reaping profits born from their demise
The rabid media plays their roles
Stoking the flames of war to no surprise
Only too eager to sell their souls
For the apocalypse must be televised

So sleep soundly in your beds tonight
For judgement falls upon you at first light

I'm the hand of God
I'm the dark messiah
I'm the vengeful one
(Look inside and see what you're becoming)
In the blackest moment of a dying world
What have you become
(Look inside and see what you're becoming)

When you die
You'll know why
For you cannot be saved
With all the world enslaved
When you die
You'll know why

You'll die
You'll know why
For you cannot be saved
This world is too depraved
When you die
You'll know why

I'm the hand of God
I'm the dark messiah
I'm the vengeful one
(Look inside and see what you're becoming)
In the blackest moment of a dying world
What have you become
(Look inside and see what you're becoming)

I'm the hand of God
I'm the dark messiah
I'm the vengeful one
(Look inside and see what you're becoming)
In the blackest moment of a dying world
What have you become
(Look inside and see what you're becoming)
(Look inside and see what you're becoming)",The Vengeful One,Disturbed,65,rock,hard rock,0.238,0.967,4,-2.602,0,0.136,0.000213,1.18e-06,0.26,0.58,170.128,252003
"A part of me wants to leave you alone 
A part of me wants for you to come home 
A part of me says I'm livin' a lie (and I'm better off without you) 
A part of me says to think it through 
A part of me says I'm over you 
A part of me wants to say good bye 
A part of me is asking why 

A part of me wants to leave 
But a part of me wants to be here with you 
And every time I think that we're over and done 
You do something that gets me back lovin' you 
And you got me just torn 

Torn in between the two 
'Cause I really wanna be with you 
But something is telling me that I should leave 
You alone (leave you alone, leave you alone) 

You got me just torn in between the two 
'Cause I really wanna be with you 
But something is telling me that I should leave 
You alone (leave you alone, leave you alone) 

What hurts the most is when we started out 
It was cool; it was everything that love's about 
But something happened 
'Cause I'm feeling so burned out 
Because I can't understand you now 
(I just can't understand you now, no, oh) 
A part of me says it's all my fault 
A part of me says he ain't what you want 
A part of me says to get my bags 
A part of me says I can't do that 

A part of me wants to leave 
But a part of me wants to be here with you 
And every time I think that it's over and done 
You make me fall back in love 
You got me just torn between the two 

Torn in between the two 
'Cause I really wanna be with you 
But something is telling me that I should leave 
You alone (leave you alone, leave you alone)

You got me just torn in between the two 
'Cause I really wanna be with you 
But something is telling me that I should leave 
You alone (leave you alone, leave you alone)

So many times I, I was ready to go 
So many times I, had my foot out the door 
So many times I, I thought to give him a chance 
Thought he'd be a better man 
Now I'm sitting here, and I'm so confused 
'Cause I keep fighting myself for you 
I don't know how much more I can take 
But I can't feel this way 
You got me so torn

Torn in between the two 
'Cause I really wanna be with you 
But something is telling me that I should leave 
You alone (leave you alone, leave you alone)

You got me just torn in between the two 
'Cause I really wanna be with you 
But something is telling me that I should leave 
You alone (leave you alone, leave you alone)

You got me just torn in between the two 
'Cause I really wanna be with you 
But something is telling me that I should leave 
You alone (leave you alone, leave you alone)

You got me just torn in between the two 
'Cause I really wanna be with you 
But something is telling me that I should leave 
You alone (leave you alone, leave you alone)

You got me just torn in between the two 
'Cause I really wanna be with you 
But something is telling me that I should leave 
You alone (leave you alone, leave you alone)

And you got me just torn in between the two 
'Cause I really wanna be with you 
But something is telling me that I should leave 
You alone (leave you alone, leave you alone)",Torn,LeToya,50,r&b,urban contemporary,0.422,0.894,11,-3.507,0,0.332,0.262,0.0,0.142,0.636,152.17,249253
"The walls are boring me
Paint it like you always dreamed it'd be
Turquoise, neon green
Paint it like you always dreamed it'd be

Throw like Pollock
Fuck the apartment
Oh, paint it like you always dreamed it'd be

(Oh, ooh, oh, oh, ooh, oh)

If you want it, you can have it
Every color that you see, see, see
If you want it, want it bad
Then build yourself a technicolor masterpiece, oh
Masterpiece, masterpiece, oh, yeah

A rainbow kitchen floor
You're laughin' like you always dreamed you'd be
(Come on, let's paint the door, ooh)
Handprints on the ceiling where our dreams will reach

So 'John Mchale-esque'
Straight lines don't exist
When you're livin' like you always dreamed it'd be

(Oh, ooh, oh)
And I don't know what you wish (Oh, ooh, oh)

If you want it, you can have it
Every color that you see, see, see
If you want it, want it bad
Then build yourself a technicolor masterpiece, oh
Masterpiece, masterpiece, oh, yeah

And many years from now
The landlord will kick us out
He'll cover all our sins
He'll paint it white again
And many years from now
The landlord will kick us out
He'll cover all our sins
He'll paint it white again (Oh, ooh, oh)
White, oh no, yeah, yeah (Oh, ooh, oh, oh, ooh, oh)

If you want it, you can have it
Every color that you see, see, see, yeah
If you want it, want it bad
Then build yourself a technicolor masterpiece, nah, nah, oh
Masterpiece, masterpiece",Painting (Masterpiece),Lewis Del Mar,57,pop,indie poptimism,0.726,0.861,6,-5.167,1,0.0695,0.277,4.12e-06,0.0534,0.711,91.966,243413
